Phone Number,name,Phone to Name.name,Phone to Name.source,Phone to Name.vpa,Phone Name Attributes.businessNameDetected,Phone Name Attributes.digitalage,Phone Name Attributes.firstNameMatch,Phone Name Attributes.lastNameMatch,Phone Name Attributes.nameMatchScore,Phone Name Attributes.ndrScore,Phone Name Attributes.phoneFootprintStrengthOverall,Phone Name Attributes.phoneNameDigitalAge,Phone Name Attributes.unrScore,Phone Network.currentNetworkName,Phone Network.currentNetworkRegion,Phone Network.imsi,Phone Network.isPhoneReachable,Phone Network.numberBillingType,Phone Network.numberHasPortingHistory,Phone Network.portedFromNetworkName,Phone Network.portedFromNetworkRegion,Phone Social Premium.a23games,Phone Social Premium.amazon,Phone Social Premium.byjus,Phone Social Premium.flipkart,Phone Social Premium.housing,Phone Social Premium.indiamart,Phone Social Premium.instagram,Phone Social Premium.jeevansaathi,Phone Social Premium.jiomart,Phone Social Premium.my11,Phone Social Premium.paytm,Phone Social Premium.rummycircle,Phone Social Premium.shaadi,Phone Social Premium.swiggy,Phone Social Premium.whatsapp,Phone Social Premium.yatra,Risk Model.alternateRiskScore,Risk Model.digitalFootprint,Risk Model.identityConfidence,Risk Model.negativeInsights,Risk Model.phoneSocialMediaCount,Risk Model.positiveInsights,Risk Model.socialFootprintScore,Risk Model.telecomRisk,Zone,City,State
011471649353,Jane Smith,John Sharma,PAYTM,939416809128@randomvpa,False,1928,True,True,100,0.0,Medium,-1,0.5,Reliance Jio,Delhi,4058721168.0,True,prepaid,True,Airtel,Bihar and Jharkhand,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Found,Account Found,Error,382,High,High,"[""Person's name does not match against bank records."",""Email does not exist.""]",7,"[""Person's phone has a digital age of more than 4 years.""]",651,Medium,Faridabad,Faridabad,Haryana
432024022564,Sam White,Lisa Singh,PAYTM,220508946698@randomvpa,False,205,False,False,-1,-1.0,Low,-1,-1.0,Vodafone,UP-West,4056643782.0,True,prepaid,False,,,Error,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,532,Medium,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",4,[],587,Medium,Vrindavan,Vrindavan,Uttar Pradesh
303609536790,Sue Brown,,,,False,1918,False,False,-1,-1.0,Medium,-1,-1.0,Airtel,Haryana,4049600000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Not Found,Error,Account Not Found,Account Not Found,Account Found,Error,595,High,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",2,"[""Person's phone has a digital age of more than 4 years.""]",632,Medium,Karnal,Karnal,Haryana
313878644956,Tom Singh,Jane Singh,OKSBI,753569784763@randomvpa,False,1928,True,True,100,0.0,High,-1,0.5,IDEA,Delhi,4040455274.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,405,High,High,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",5,"[""Person's phone has a digital age of more than 4 years.""]",605,Medium,Faridabad,Faridabad,Haryana
694791119504,Lisa Brown,,,,False,1231,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,UP-West,4058700000.0,True,prepaid,True,Vodafone,UP-West,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,532,Medium,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",4,[],587,Medium,Vrindavan,Vrindavan,Uttar Pradesh
795537381298,Sam Brown,,,,False,1534,False,False,-1,-1.0,High,-1,-1.0,Airtel,Delhi,4041000000.0,True,prepaid,False,,,Error,Account Not Found,Account Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Found,Account Found,Error,492,High,Medium,"[""Person's name does not match against bank records."",""Email does not exist.""]",6,"[""Person's phone has a digital age of more than 4 years.""]",655,Medium,North East,New Delhi,New Delhi
432969534485,Raj Smith,,,,False,500,False,False,-1,-1.0,Medium,-1,-1.0,Airtel,UP-West,4049700000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Not Found,Error,650,Medium,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",2,[],310,Medium,Agra,Agra,Uttar Pradesh
274200448993,Sue Singh,Tom Doe,OKICICI,134014233675@randomvpa,False,1928,True,False,100,0.0,High,-1,0.0,Airtel,Delhi,4041000000.0,True,prepaid,False,,,Error,Account Not Found,Account Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,405,High,High,"[""Person's name does not match against bank records."",""Email does not exist.""]",6,"[""Person's name matched against majority of records in Bureau's network."",""Person's phone has a digital age of more than 4 years.""]",616,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
732771650139,Lisa White,,,,False,416,False,False,-1,-1.0,Medium,-1,-1.0,Airtel,UP-West,4049700000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Not Found,Error,Account Not Found,Account Not Found,Account Found,Error,532,Medium,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",5,[],601,Medium,Vrindavan,Vrindavan,Uttar Pradesh
017625530998,Sam Doe,Priya Smith,PAYTM,426314822012@randomvpa,False,2111,False,True,65,1.0,High,-1,1.0,Reliance Jio,Bihar and Jharkhand,4058565623.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,579,High,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network.""]",7,"[""Person's phone has a digital age of more than 4 years.""]",686,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
319131674881,Tom Doe,Jane Singh,YBL,476850833780@randomvpa,False,1918,True,False,100,1.0,High,-1,0.0,Airtel,Delhi,4041097175.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,405,High,High,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",4,"[""Person's name matched against majority of records in Bureau's network."",""Person's phone has a digital age of more than 4 years.""]",587,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
026568879726,John Doe,John Brown,PAYTM,335041693817@randomvpa,False,1877,True,True,100,1.0,Medium,-1,0.0,Airtel,Delhi,4041096258.0,True,prepaid,True,Reliance Jio,Delhi,Error,Account Not Found,Account Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,405,High,High,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",5,"[""Person's name matched against majority of records in Bureau's network."",""Person's phone has a digital age of more than 4 years.""]",605,Medium,Noida,Noida,Uttar Pradesh
814408577687,Priya Smith,Sue Smith,YBL,751544419627@randomvpa,False,257,True,True,100,1.0,Medium,-1,0.0,Reliance Jio,Delhi,4058722904.0,True,prepaid,True,Airtel,Delhi,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,421,Medium,High,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",5,"[""Person's name matched against majority of records in Bureau's network.""]",605,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
902886878206,Priya Doe,Raj Brown,YBL,538013819010@randomvpa,False,628,False,False,-1,1.0,Medium,-1,1.0,Reliance Jio,Haryana,4058580000.0,True,prepaid,True,Airtel,Haryana,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,595,Medium,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network.""]",6,[],611,Medium,Panipat,Panipat,Haryana
242956075273,Sue Singh,,,,False,416,False,False,-1,-1.0,Medium,-1,-1.0,Vodafone,UP-East,4041500000.0,True,prepaid,True,IDEA,UP-East,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,532,Medium,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",4,[],656,Medium,Lucknow,Lucknow,Uttar Pradesh
566389962476,Sam Singh,Jane White,OKSBI,765410365598@randomvpa,False,739,True,True,100,1.0,Medium,-1,0.0,Reliance Jio,Bihar and Jharkhand,4058560000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,421,Medium,High,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",4,"[""Person's name matched against majority of records in Bureau's network.""]",639,Medium,Faridabad,Faridabad,Haryana
816037032495,Jane White,,,,False,360,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,UP-West,4058700000.0,True,prepaid,True,Airtel,UP-West,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,532,Medium,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",5,[],667,Medium,Agra,Agra,Uttar Pradesh
808697562083,Sam Sharma,Priya Sharma,PAYTM,772072735654@randomvpa,False,349,True,False,100,1.0,Medium,-1,0.0,Airtel,UP-West,4049781710.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,421,Medium,High,"[""Person's name does not match against bank records."",""Email does not exist.""]",6,"[""Person's name matched against majority of records in Bureau's network.""]",616,Medium,Vrindavan,Vrindavan,Uttar Pradesh
280223857862,John Singh,Sam Brown,YBL,201235704027@randomvpa,False,1918,False,False,17,1.0,Medium,-1,1.0,Airtel,Delhi,4041000000.0,True,prepaid,True,Vodafone,Delhi,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,579,High,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network."",""Person has negligible social media presence.""]",4,"[""Person's phone has a digital age of more than 4 years.""]",656,Medium,Faridabad,Faridabad,Haryana
001234727121,Sam Smith,Tom Singh,YBL,228436922135@randomvpa,False,61,False,False,-1,1.0,Low,-1,1.0,Airtel,Rajasthan,4047000000.0,True,prepaid,True,IDEA,Rajasthan,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,634,Medium,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network."",""Person has negligible social media presence."",""Person's phone has a digital age of less than 6 months.""]",3,[],619,Medium,Jaipur,Jaipur,Rajasthan
671373019796,Priya Singh,Jane Doe,OKAXIS,414346608515@randomvpa,False,217,False,True,80,1.0,Medium,-1,0.0,Airtel,UP-East,4055496958.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,461,Medium,High,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",3,"[""Person's name matched against majority of records in Bureau's network.""]",619,Medium,Lucknow,Lucknow,Uttar Pradesh
250931700974,Priya Smith,John Doe,OKAXIS,987301594937@randomvpa,False,-1,False,True,78,1.0,Medium,-1,0.0,Airtel,Delhi,4041085068.0,True,prepaid,True,IDEA,Delhi,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,437,Medium,High,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",5,"[""Person's name matched against majority of records in Bureau's network.""]",605,Medium,Faridabad,Faridabad,Haryana
514026110574,Lisa White,,,,False,-1,False,False,-1,-1.0,Low,-1,-1.0,Reliance Jio,Delhi,4058720000.0,True,prepaid,True,Other networks,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,587,Medium,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",3,[],619,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
899690151878,Raj White,Sue Doe,OKHDFCBANK,571891598635@randomvpa,False,210,True,True,100,1.0,Low,-1,0.0,Reliance Jio,UP-East,4058710000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Found,Error,Account Found,Error,Account Not Found,Account Found,Account Found,Error,397,Medium,High,"[""Person's name does not match against bank records."",""Email does not exist.""]",7,"[""Person's name matched against majority of records in Bureau's network.""]",683,Medium,Lucknow,Lucknow,Uttar Pradesh
860998206468,Tom Sharma,John Sharma,AXL,463300417570@randomvpa,False,1210,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,UP-West,4058700000.0,True,prepaid,True,Airtel,UP-West,Error,Error,Account Not Found,Error,Account Not Found,Account Found,Account Not Found,Error,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,571,Medium,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",3,[],619,Medium,Vrindavan,Vrindavan,Uttar Pradesh
644816748580,Raj Smith,Tom Smith,IBL,972900045804@randomvpa,False,399,False,False,11,1.0,Medium,-1,1.0,Reliance Jio,UP-West,4058700000.0,True,prepaid,True,Airtel,UP-West,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,595,Medium,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network."",""Person has negligible social media presence.""]",5,[],630,Medium,Gurgaon,Gurgaon,Haryana
531805570705,John Brown,Raj Smith,PAYTM,430408593441@randomvpa,False,380,True,True,100,1.0,Medium,-1,0.0,Vodafone,Delhi,4041100000.0,True,prepaid,True,IDEA,UP-West,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,421,Medium,High,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",4,"[""Person's name matched against majority of records in Bureau's network.""]",587,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
718011874046,Priya Smith,,,,False,2331,False,False,-1,0.0,Medium,-1,1.0,Airtel,Haryana,4049690343.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,579,High,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network."",""Person has negligible social media presence.""]",4,"[""Person's phone has a digital age of more than 4 years.""]",639,Medium,Panipat,Panipat,Haryana
554444314164,Raj Singh,Raj Singh,OKICICI,840979772806@randomvpa,False,349,False,False,13,1.0,Medium,-1,1.0,Reliance Jio,UP-West,4058705828.0,True,prepaid,False,,,Error,Error,Account Not Found,Error,Account Not Found,Account Found,Account Found,Error,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,595,Medium,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network."",""Person has negligible social media presence.""]",4,[],587,Medium,Vrindavan,Vrindavan,Uttar Pradesh
233507527140,Tom Brown,,,,False,5254,False,False,-1,-1.0,Medium,-1,-1.0,Airtel,Delhi,4041000000.0,True,postpaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,516,High,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",4,"[""Person's phone has a digital age of more than 4 years.""]",656,Medium,Jaipur,Jaipur,Rajasthan
920210915857,Sam White,Sam Smith,AXL,204540324420@randomvpa,False,2176,True,False,100,1.0,High,-1,0.0,Reliance Jio,UP-East,4058710000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,405,High,High,"[""Person's name does not match against bank records."",""Email does not exist.""]",6,"[""Person's name matched against majority of records in Bureau's network."",""Person's phone has a digital age of more than 4 years.""]",616,Medium,Lucknow,Lucknow,Uttar Pradesh
922354977261,Sue Smith,,,,False,1609,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,Delhi,4058720000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,516,High,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",4,"[""Person's phone has a digital age of more than 4 years.""]",639,Medium,Faridabad,Faridabad,Haryana
670612813082,Sam Singh,Lisa Sharma,PAYTM,799051416259@randomvpa,False,1586,True,True,100,1.0,Medium,-1,0.0,Reliance Jio,Delhi,4058720000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Found,Error,Account Found,Error,Account Not Found,Account Found,Account Found,Error,382,High,High,"[""Person's name does not match against bank records."",""Email does not exist.""]",7,"[""Person's name matched against majority of records in Bureau's network."",""Person's phone has a digital age of more than 4 years.""]",683,Medium,Delhi,New Delhi,New Delhi
493100120919,John White,Sam Brown,AXL,373935913307@randomvpa,False,1928,True,False,81,0.0,High,-1,0.5,Reliance Jio,Rajasthan,4058681517.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,405,High,High,"[""Person's name does not match against bank records."",""Email does not exist.""]",6,"[""Person's phone has a digital age of more than 4 years.""]",641,Medium,Jaipur,Jaipur,Rajasthan
590654952988,Sam Doe,Priya Sharma,YBL,573057574086@randomvpa,False,1138,False,False,18,0.333333,High,-1,1.0,Vodafone,UP-West,4056600000.0,True,prepaid,True,IDEA,UP-West,Error,Account Not Found,Account Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,595,Medium,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network."",""Person has negligible social media presence.""]",5,[],630,Medium,Agra,Agra,Uttar Pradesh
491622924890,Jane Sharma,Priya Smith,YBL,586182242669@randomvpa,False,1928,True,True,100,0.0,Medium,-1,0.5,Vodafone,Delhi,4041100000.0,True,postpaid,True,Airtel,Delhi,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,405,High,High,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",4,"[""Person's phone has a digital age of more than 4 years.""]",587,Medium,Faridabad,Faridabad,Haryana
138696651810,Jane Brown,Sam Brown,PAYTM,489028412795@randomvpa,False,521,False,True,91,1.0,Medium,-1,0.0,Reliance Jio,Delhi,4058723839.0,True,prepaid,True,Airtel,UP-West,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Found,Error,Account Found,Error,Account Not Found,Account Found,Account Found,Error,397,Medium,High,"[""Person's name does not match against bank records."",""Email does not exist.""]",7,"[""Person's name matched against majority of records in Bureau's network.""]",679,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
445740270982,Raj White,Tom White,OKICICI,358968927800@randomvpa,False,2176,False,False,79,1.0,High,-1,0.0,Reliance Jio,UP-East,4058710000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,405,High,High,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",4,"[""Person's name matched against majority of records in Bureau's network."",""Person's phone has a digital age of more than 4 years.""]",587,Medium,Lucknow,Lucknow,Uttar Pradesh
481084722680,Sue Singh,Sue Brown,YBL,294384421378@randomvpa,False,416,False,False,44,1.0,Medium,-1,1.0,Vodafone,UP-West,4056646205.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,595,Medium,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network."",""Person has negligible social media presence.""]",5,[],508,Medium,Vrindavan,Vrindavan,Uttar Pradesh
569968114563,Sam Singh,Priya Doe,YBL,807303398576@randomvpa,False,2299,False,False,36,1.0,Medium,-1,1.0,Reliance Jio,Delhi,4058727340.0,True,prepaid,True,IDEA,Delhi,Error,Error,Account Not Found,Error,Account Not Found,Account Found,Account Not Found,Error,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,618,High,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network."",""Person has negligible social media presence.""]",3,"[""Person's phone has a digital age of more than 4 years.""]",619,Medium,Noida,Noida,Uttar Pradesh
433112568078,Lisa Brown,,,,False,1532,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,UP-West,4058700000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,516,High,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",5,"[""Person's phone has a digital age of more than 4 years.""]",667,Medium,Vrindavan,Vrindavan,Uttar Pradesh
365349905820,Jane Sharma,Lisa Brown,IBL,755439575851@randomvpa,False,-1,True,False,100,1.0,Low,-1,0.0,Airtel,UP-West,4049700000.0,True,prepaid,False,,,Error,Error,Account Not Found,Error,Account Not Found,Account Found,Account Found,Error,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,437,Medium,High,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",4,"[""Person's name matched against majority of records in Bureau's network.""]",587,Medium,Vrindavan,Vrindavan,Uttar Pradesh
028216219732,Lisa Singh,Jane Doe,PAYTM,888585479669@randomvpa,False,1928,True,False,64,0.333333,Medium,-1,1.0,Airtel,Delhi,4041093546.0,True,prepaid,True,Reliance Jio,Delhi,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Found,Account Found,Error,555,High,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network.""]",7,"[""Person's phone has a digital age of more than 4 years.""]",651,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
627397210004,Jane Doe,Tom Brown,PAYTM,920614507116@randomvpa,False,373,False,False,42,1.0,Medium,-1,1.0,Reliance Jio,UP-West,4058702868.0,True,prepaid,True,IDEA,UP-West,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,595,Medium,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network."",""Person has negligible social media presence.""]",5,[],605,Medium,Vrindavan,Vrindavan,Uttar Pradesh
918884994398,John Smith,,,,False,1918,False,False,-1,1.0,Medium,-1,1.0,Vodafone,Delhi,4041100000.0,True,prepaid,True,IDEA,Delhi,Error,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Found,Account Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,579,High,Low,"[""Person's name does not match against bank records."",""Email does not exist."",""Person's name does not match against majority of records in Bureau's network."",""Person has negligible social media presence.""]",5,"[""Person's phone has a digital age of more than 4 years.""]",605,Medium,Ghaziabad,Ghaziabad,Uttar Pradesh
054947626333,John Brown,,,,False,2349,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,UP-West,4058700000.0,True,prepaid,True,Vodafone,UP-West,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Found,Error,555,High,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",3,"[""Person's phone has a digital age of more than 4 years.""]",619,Medium,Agra,Agra,Uttar Pradesh
578385814344,Sam Sharma,Sue Sharma,OKHDFCBANK,591897934354@randomvpa,False,720,True,True,100,1.0,Medium,-1,0.0,BSNL,UP-East,4045500000.0,True,,True,Airtel,UP-East,Error,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Not Found,Error,Account Not Found,Account Not Found,Account Not Found,Error,539,Medium,High,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",1,"[""Person's name matched against majority of records in Bureau's network.""]",354,Medium,Lucknow,Lucknow,Uttar Pradesh
918079476211,John Sharma,,,,False,1811,False,False,-1,-1.0,Medium,-1,-1.0,Reliance Jio,UP-West,4058700000.0,True,prepaid,False,,,Error,Account Not Found,Account Not Found,Account Not Found,Account Not Found,Account Found,Account Not Found,Account Not Found,Account Not Found,Error,Account Found,Error,Account Not Found,Account Not Found,Account Not Found,Error,634,High,Medium,"[""Person's name does not match against bank records."",""Email does not exist."",""Person has negligible social media presence.""]",2,"[""Person's phone has a digital age of more than 4 years.""]",310,Medium,Agra,Agra,Uttar Pradesh
